session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
12390,198,201,55,4136,4135,4134,754,259,553,396,31
12391,366,201,55,124,198,55,4125,55,193,55,31
12392,55,4131,55,4130,4126,4,1657,1657,228,855,31
12393,855,173,366,366,133,55,211,55,5,2415,31
12394,2814,1815,4140,211,211,1356,4133,55,55,201,31
12395,198,124,4151,4157,1069,55,201,124,198,4156,31
12396,891,955,4155,955,2509,1356,891,259,806,806,31
12397,259,955,955,4,55,4154,4153,4,4,80,31
12398,52,67,15,72,15,1029,1029,114,3188,114,31
12399,570,39,114,114,114,114,39,37,23,539,31
12400,85,52,37,23,37,23,23,23,37,23,31
12401,37,23,37,23,15,72,2,139,112,15,31
12402,6,3,2,168,182,317,164,81,163,168,31
12403,182,164,168,163,2,6,3,4,10,2,31
12404,6,21,2,2,2,27,3,27,6,4,31
12405,10,21,9,4,3,30,9,4,33,4,31
12406,10,33,9,4,6,43,60,60,60,60,31
12407,69,69,162,80,67,67,580,112,2,139,31
12408,15,72,15,2,470,15,39,39,2,2,31
12409,37,23,23,6,3,2,85,52,3,67,31
12410,67,2,293,534,293,293,478,1774,534,293,31
12411,3,2,3,3,2,62,54,2,62,54,31
12412,86,143,86,1869,2,1869,1869,1869,2,5,31
12413,387,118,90,108,5,90,108,18,108,118,31
12414,22,73,45,101,5,17,15,90,118,297,31
12415,404,5,107,20,54,62,62,86,2,53,31
12416,2324,706,53,22,17,5,130,22,45,53,31
12417,18,6,80,3,130,15,3,31,6,10,31
12418,53,203,53,53,53,53,53,22,2,1381,31
12419,1381,2,23,37,23,255,23,37,23,2,31
12420,15,72,15,15,15,15,2,21,27,10,31
12421,3,30,6,9,33,9,9,23,37,9,31
12422,9,9,23,37,23,9,15,72,4,6,31
12423,9,9,37,23,9,6,9,9,37,23,31
12424,6,9,4,60,60,60,60,39,67,80,31
12425,577,133,3,133,601,3,31,601,124,198,31
12426,201,588,52,31,766,5,133,3763,307,55,31
12427,3,55,393,201,198,55,338,55,766,193,31
12428,295,124,67,5,4144,4145,211,211,220,553,31
12429,396,55,55,835,527,106,136,3036,55,112,31
12430,203,1034,258,247,251,128,4146,55,55,4147,31
12431,4148,1144,1144,55,55,55,87,198,124,201,31
12432,345,55,4149,4143,603,2919,2919,220,220,3232,31
12433,220,3232,87,55,128,349,766,4150,4152,813,31
12434,813,366,366,366,806,617,228,228,37,23,31
12435,23,23,85,52,37,23,23,15,2,72,31
12436,15,563,6,9,3,2,39,37,23,23,31
12437,23,37,23,23,37,23,37,23,72,15,31
12438,15,15,15,15,3,30,10,33,6,51,31
12439,9,24,6,9,6,9,37,23,9,9,31
12440,9,4,416,4,10,21,4,27,10,21,31
12441,27,4,30,4,3,4,30,51,4,3,31
12442,4,51,9,6,4,51,9,4,6,33,31
12443,4,4,24,10,9,9,33,43,24,4,31
12444,6,51,51,24,1136,1136,56,1136,178,56,31
12445,306,32,32,32,32,32,12,4,12,576,31
12446,68,68,896,12,68,110,110,9,6,4141,31
12447,68,576,12,12,896,267,456,456,415,415,31
12448,6,4,9,24,51,4,9,1056,24,24,31
12449,4,9,51,24,9,9,24,81,164,164,31
12450,182,168,163,182,317,168,164,182,41,164,31
12451,168,5,5,163,182,164,9,2,2,3,31
12452,9,9,9,3,38,2,2,13,38,78,31
12453,38,38,78,19,6,78,38,38,192,19,31
12454,6,19,6,9,3,19,13,13,78,19,31
12455,78,78,19,19,19,19,19,19,24,24,31
12456,4,38,15,3,13,38,6,15,19,19,31
12457,38,38,19,174,174,174,174,9,6,9,31
12458,9,9,9,4,9,9,2,9,4,2,31
12459,9,2,1425,54,1425,54,54,54,143,86,31
12460,86,54,1425,54,1425,9,9,4,9,9,31
12461,4,9,6,24,4,9,5,182,163,5,31
12462,41,2,3,6,9,9,4,6,9,2,31
12463,3,4,2,30,4,10,30,4,33,4,31
12464,9,10,9,33,4,6,6,4,60,60,31
12465,51,24,4,60,60,4,51,4,9,51,31
12466,4,39,6,51,24,24,33,24,9,4,31
12467,60,60,60,60,39,80,67,112,139,15,31
12468,72,15,37,23,23,15,15,2,959,107,31
12469,41,184,52,41,307,41,82,41,184,85,31
12470,82,577,31,3,601,133,198,133,3,201,31
12471,124,601,133,52,71,4127,307,393,55,3,31
12472,55,55,55,198,124,106,258,112,527,174,31
12473,55,4128,4129,1164,366,1583,254,366,165,254,31
12474,44,4132,254,99,366,44,44,44,159,254,31
12475,1069,147,187,95,1069,97,623,3,9,6,31
12476,2,623,112,715,85,15,15,52,3,30,31
12477,10,33,6,9,9,37,23,23,9,9,31
12478,9,37,23,23,9,55,307,133,55,55,31
12479,139,112,55,124,198,4139,4158,220,259,396,31
12480,553,355,6,15,72,2,22,522,571,4178,31
12481,522,22,571,6,522,2771,731,107,17,5,31
12482,18,5,571,136,2771,20,45,4,9,6,31
12483,10,2,1224,6,15,1224,5,1224,5,4180,31
12484,1224,2762,2770,2770,295,1224,4181,455,174,2326,31
12485,174,2326,174,1224,1224,1224,31,2587,4183,2643,31
12486,2,1942,1643,622,4184,2643,2256,1643,2587,4185,31
12487,1942,4179,1942,3,5,1643,1942,15,1643,2256,31
12488,3046,186,515,186,385,377,614,788,385,186,31
12489,614,5,22,385,788,2250,186,515,895,612,31
12490,31,657,385,788,5,377,937,174,185,186,31
12491,385,186,614,45,377,5,2256,612,186,2250,31
12492,186,657,17,18,515,657,377,895,186,22,31
12493,5,174,4186,174,937,245,788,2,31,536,31
12494,536,536,20,1015,186,1015,185,22,186,185,31
12495,10,6,186,185,186,185,185,186,185,1643,31
12496,20,9,55,124,198,55,4188,396,355,4189,31
12497,553,1144,259,813,259,617,55,106,124,198,31
12498,1958,106,4190,4191,220,220,1794,715,112,55,31
12499,55,198,124,55,55,124,198,4192,366,4193,31
12500,55,124,198,55,55,55,124,55,198,946,31
12501,55,4187,4177,355,1196,620,560,1196,2,23,31
12502,37,23,23,2,31,204,1291,1460,1291,1272,31
12503,1272,1460,1291,1272,1460,516,1272,204,1291,1272,31
12504,204,55,9,2,55,55,198,124,4162,4163,31
12505,228,553,396,228,955,617,560,617,15,10,31
12506,4,21,9,55,198,124,55,4164,4165,672,31
12507,672,4,60,60,60,80,60,15,72,15,31
12508,15,15,357,39,21,27,30,3,10,33,31
12509,23,37,51,6,39,24,255,9,139,112,31
12510,9,9,6,9,23,37,9,9,4,9,31
12511,37,23,23,9,4,60,60,80,67,60,31
12512,60,139,15,72,112,15,37,23,23,23,31
12513,15,15,15,15,39,15,39,2,3,30,31
12514,10,33,9,6,85,52,31,1291,204,1460,31
12515,1272,1460,516,204,1272,1460,1291,15,3,204,31
12516,1291,10,9,9,9,51,24,6,9,9,31
12517,3,9,3,88,9,2,9,17,393,9,31
12518,393,5,6,40,4,9,9,2,9,9,31
12519,9,9,9,9,9,6,9,4,11,11,31
12520,2,7,10,21,30,33,627,3,15,9,31
12521,39,77,38,153,19,13,1,78,6,9,31
12522,9,9,17,5,5,5,17,5,5,5,31
12523,9,10,17,17,5,17,5,17,2814,17,31
12524,5,17,5,6,9,2,3,10,9,9,31
12525,4,9,9,9,9,9,9,9,9,9,31
12526,9,9,9,9,4,9,9,9,9,9,31
12527,9,9,9,2,9,4,9,39,39,88,31
12528,213,9,6,3,2,39,9,9,3,30,31
12529,9,10,33,6,24,6,9,9,9,9,31
12530,9,6,9,4,9,9,9,9,9,9,31
12531,6,4,9,5,17,22,53,3,213,2,31
12532,6,9,2,6,10,208,496,77,3,9,31
12533,9,9,60,60,60,60,39,39,80,67,31
12534,15,72,15,15,15,3,30,10,9,33,31
12535,23,37,51,6,24,85,52,9,9,9,31
12536,23,37,23,9,9,9,37,23,4,9,31
12537,9,9,9,23,37,23,9,9,9,4,31
12538,37,23,9,4,133,577,133,3,601,31,31
12539,3,133,201,198,124,133,192,601,601,133,31
12540,133,393,4168,259,259,220,220,861,861,55,31
12541,3,55,55,55,106,201,124,198,106,174,31
12542,835,2198,1034,629,1223,629,4170,174,173,366,31
12543,366,4171,211,860,860,366,366,55,124,198,31
12544,55,201,106,4172,128,174,345,173,174,4173,31
12545,2385,228,228,228,4174,1015,1015,893,813,813,31
12546,55,55,198,124,201,55,55,4175,211,1056,31
12547,43,2,2,6,3,43,6,3,2,2144,31
12548,2144,2144,393,60,60,60,60,80,67,67,31
12549,15,72,580,577,133,31,3,601,201,133,31
12550,3,124,198,601,52,338,193,52,4160,1947,31
12551,211,715,112,307,265,15,393,139,112,15,31
12552,3,55,67,55,55,55,198,124,55,15,31
12553,345,258,5,4123,4088,617,259,173,1513,23,31
12554,37,23,539,39,85,52,37,23,23,39,31
12555,23,37,37,23,23,577,133,3,601,124,31
12556,198,201,31,601,192,133,203,5,209,133,31
12557,4122,355,393,3,55,106,124,198,55,239,31
12558,106,245,4072,55,198,124,5,1513,124,55,31
12559,198,4073,4074,55,43,198,133,124,5,4075,31
12560,1805,393,55,124,198,55,4076,4077,2,422,31
12561,6,861,211,422,861,211,3,55,198,124,31
12562,55,240,2,6,4071,3,4078,13,38,88,31
12563,220,228,259,220,228,240,3,6,13,38,31
12564,88,2564,1336,1787,2541,790,790,1802,583,762,31
12565,2409,1802,762,244,790,2410,1781,31,454,1103,31
12566,583,870,2434,1103,55,938,1351,198,124,1103,31
12567,55,55,124,55,198,4080,4081,603,603,355,31
12568,355,553,396,396,790,55,124,198,55,349,31
12569,193,124,55,198,4082,4083,211,211,754,55,31
12570,1781,3077,55,3077,790,790,790,80,67,139,31
12571,15,112,72,37,23,23,31,577,133,3,31
12572,601,201,3,133,198,124,601,133,193,349,31
12573,52,5,209,133,52,4084,620,560,211,211,31
12574,2,15,15,15,393,67,307,133,124,5,31
12575,198,193,133,133,5,4085,560,560,689,689,31
12576,228,715,112,220,393,3,55,55,55,55,31
12577,55,55,124,198,55,5,4079,4069,247,228,31
12578,228,603,607,396,553,396,536,536,55,55,31
12579,124,198,245,193,174,106,258,112,174,4061,31
12580,4068,1303,1303,1015,689,689,3023,366,3023,553,31
12581,396,1513,55,1347,1347,3013,3019,22,1347,1347,31
12582,22,1347,130,45,187,3019,130,1347,18,2,31
12583,53,17,107,15,53,217,1347,3013,107,4055,31
12584,5,240,88,13,3,38,9,20,85,6,31
12585,10,52,240,9,54,62,2,143,54,62,31
12586,86,62,54,86,62,3,9,2,37,23,31
12587,2,3035,2078,2,2078,2078,2078,3,9,2,31
12588,106,315,4056,373,315,1481,315,2367,373,98,31
12589,1132,816,2977,1842,80,373,52,80,373,315,31
12590,804,816,889,575,889,1132,2367,373,315,889,31
12591,575,373,315,889,373,575,315,4057,1828,816,31
12592,816,889,373,373,816,15,52,575,816,315,31
12593,816,373,816,315,816,5,5,315,816,1192,31
12594,1192,315,2367,1056,816,816,37,23,23,575,31
12595,1333,1996,4058,4059,4053,373,4060,4062,4063,4064,31
12596,3039,4065,3006,373,1996,2361,4066,816,4067,4086,31
12597,2955,4070,4087,373,1996,4106,2926,4108,2914,1192,31
12598,4109,4110,923,2935,4111,4112,4113,4107,4114,4116,31
12599,472,4117,2361,4118,2955,4119,4120,4121,2926,2914,31
12600,373,80,4115,1996,3006,4105,3039,4097,112,715,31
12601,80,52,2935,2361,4104,373,4090,4091,4092,2,31
12602,373,4093,72,15,4094,4095,4089,15,15,15,31
12603,15,4096,4098,2,3,30,33,10,6,9,31
12604,9,37,23,23,23,23,23,9,2,2,31
12605,4099,4100,1155,1762,383,2075,17,683,18,45,31
12606,1762,1772,1155,2075,119,1772,1155,894,1155,209,31
12607,1772,31,870,2646,1762,2075,2046,1155,209,1772,31
12608,622,2046,870,829,244,209,736,297,80,209,31
12609,600,2,600,1155,2075,2242,1562,650,527,345,31
12610,1980,2046,600,829,1155,1762,1772,18,2646,17,31
12611,209,1762,1155,2046,736,209,55,133,307,55,31
12612,55,198,124,201,203,128,295,201,124,198,31
12613,55,4102,4103,220,2554,259,220,212,2554,3,31
12614,259,860,1144,259,2335,1144,715,88,9,481,31
12615,2,55,55,55,106,198,124,201,239,174,31
12616,55,4194,211,211,228,4124,603,861,861,55,31
12617,55,198,124,201,55,55,55,55,201,124,31
12618,198,469,87,4195,4268,1148,1472,2040,355,672,31
12619,1015,1472,355,87,53,4,393,5,1513,43,31
12620,173,2,6,3,240,6,2,3,240,88,31
12621,13,38,3,6,240,13,88,38,2,2,31
12622,88,2,88,88,2,88,2,2,2,40,31
12623,40,40,2,2,88,78,544,6,544,6,31
12624,6,78,75,75,240,75,75,2,240,13,31
12625,3,88,240,240,3,10,21,27,3,6,31
12626,9,2,27,10,21,38,13,78,9,2,31
12627,6,9,77,13,38,78,19,6,19,38,31
12628,24,1,10,7,9,6,24,13,7,7,31
12629,38,15,78,15,19,24,13,3,19,1,31
12630,15,19,13,240,19,77,38,19,3,10,31
12631,240,9,9,9,240,13,6,3,88,9,31
12632,69,69,162,69,39,80,67,85,52,2,31
12633,15,72,15,15,15,2,30,10,33,2,31
12634,3,13,240,88,38,417,936,22,6,417,31
12635,5,13,724,212,798,417,1135,87,214,417,31
12636,214,417,87,87,45,18,798,22,1135,3,31
12637,17,1135,52,798,15,107,5,107,23,37,31
12638,1621,5,23,417,4288,2828,2828,9,46,20,31
12639,87,87,515,377,614,385,186,385,22,377,31
12640,614,186,5,788,515,186,385,614,612,657,31
12641,87,31,788,612,895,214,937,239,4289,560,31
12642,560,861,861,1122,614,186,385,377,2250,5,31
12643,212,186,612,80,515,657,174,18,17,15,31
12644,174,515,657,895,5,174,22,377,186,937,31
12645,4290,2040,788,20,46,87,186,185,148,185,31
12646,186,185,38,19,13,3,2,1981,4291,18,31
12647,17,2,4292,1981,1981,5,22,185,1981,20,31
12648,185,186,185,185,186,185,9,2,185,186,31
12649,6,10,185,377,385,186,377,185,186,185,31
12650,240,185,186,185,2,330,970,4293,2753,4287,31
12651,1017,1017,454,2755,423,330,383,970,244,870,31
12652,85,73,87,762,214,583,31,4294,17,106,31
12653,1017,73,18,2196,22,759,2176,829,2113,650,31
12654,258,239,112,297,80,185,186,614,385,515,31
12655,377,5,377,385,186,614,612,788,788,614,31
12656,385,588,377,385,612,5,895,970,937,186,31
12657,515,377,385,657,87,4296,937,259,259,4297,31
12658,259,259,4298,1470,330,330,1122,330,87,185,31
12659,20,186,588,185,186,435,364,2,74,364,31
12660,435,364,435,724,1222,31,73,912,17,73,31
12661,364,18,5,4299,4300,396,553,396,1275,1196,31
12662,505,912,74,505,185,505,74,74,505,74,31
12663,185,74,186,74,3,185,505,74,74,10,31
12664,74,6,185,74,186,9,74,2,185,74,31
12665,186,74,74,185,74,74,185,74,186,74,31
12666,74,185,74,186,74,185,74,186,74,74,31
12667,185,74,186,74,185,74,74,74,185,74,31
12668,186,74,185,74,74,74,186,185,515,385,31
12669,186,614,385,614,788,612,186,377,5,385,31
12670,788,612,377,515,377,895,385,74,186,657,31
12671,937,4301,1015,1470,220,1122,74,185,74,20,31
12672,74,186,74,240,13,88,3,74,185,74,31
12673,74,185,74,74,74,186,74,74,74,74,31
12674,185,74,74,74,185,74,74,74,74,186,31
12675,74,74,6,74,185,74,185,74,74,186,31
12676,74,74,185,74,185,74,74,186,74,74,31
12677,185,74,185,9,74,74,186,74,74,185,31
12678,74,185,74,74,186,74,74,185,74,185,31
12679,74,74,240,186,74,74,185,185,186,385,31
12680,515,614,377,435,364,186,74,612,385,435,31
12681,364,377,5,73,364,724,1222,385,1623,912,31
12682,4295,505,385,377,788,170,919,614,80,912,31
12683,73,377,788,74,385,45,385,5,612,18,31
12684,17,170,186,895,170,385,377,515,4285,505,31
12685,657,228,937,657,170,560,228,4277,672,1122,31
12686,1470,1122,74,185,505,74,20,505,74,186,31
12687,74,74,185,74,185,505,74,74,186,74,31
12688,74,185,185,74,74,74,186,74,9,74,31
12689,6,185,74,185,74,74,74,186,74,74,31
12690,185,74,185,74,74,74,186,74,74,185,31
12691,74,185,74,74,74,74,74,186,74,74,31
12692,185,74,74,185,23,37,23,74,74,74,31
12693,74,186,74,185,74,185,74,74,74,186,31
12694,74,185,186,385,515,614,5,385,377,186,31
12695,22,612,614,612,74,385,377,788,895,186,31
12696,385,515,377,657,297,194,937,185,4270,355,31
12697,259,1122,1470,1122,1470,74,74,20,74,186,31
12698,74,74,185,185,74,74,13,88,9,240,31
12699,3,74,186,74,74,185,185,74,74,74,31
12700,186,74,6,74,185,185,74,74,74,186,31
12701,74,74,185,185,74,74,74,74,186,74,31
12702,185,185,74,74,74,74,186,74,185,185,31
12703,74,74,240,74,74,186,435,364,364,724,31
12704,435,1623,74,1222,73,505,73,912,364,17,31
12705,45,18,5,4271,220,220,505,185,185,74,31
12706,505,74,74,505,74,186,74,185,186,385,31
12707,614,515,612,186,385,5,185,377,385,377,31
12708,788,614,895,74,612,385,377,186,377,515,31
12709,657,385,937,505,4272,1122,211,1470,1122,74,31
12710,74,20,74,2,15,3200,496,3123,2,767,31
12711,4273,2,186,74,3123,3200,496,767,2,703,31
12712,185,74,185,74,2,31,3277,3231,4274,4275,31
12713,1568,3231,4269,3277,112,74,4276,74,2,2197,31
12714,2197,15,2197,15,4,9,6,2,185,10,31
12715,496,208,39,60,60,69,162,69,60,60,31
12716,39,67,80,15,72,139,112,15,37,23,31
12717,577,133,3,601,31,198,3,133,124,201,31
12718,601,133,133,52,3,5,209,85,4278,2069,31
12719,211,259,211,393,307,3,55,55,55,3,31
12720,55,67,55,55,201,124,198,4279,4280,620,31
12721,1947,715,112,1794,1657,955,55,55,3,201,31
12722,124,198,4281,4282,259,55,55,3,124,55,31
12723,201,198,4283,4302,55,1513,52,55,3,55,31
12724,124,198,201,5,4286,4303,211,211,813,560,31
12725,396,553,806,813,1356,806,55,55,124,201,31
12726,3,106,4322,198,174,297,835,1034,4324,1356,31
12727,553,396,396,4325,672,553,396,220,818,15,31
12728,15,15,15,15,2,3,30,10,33,6,31
12729,9,51,24,55,55,3,124,198,201,55,31
12730,106,106,4326,2984,355,220,355,2143,396,553,31
12731,4327,893,396,9,51,470,2,24,2541,1787,31
12732,1336,790,2564,73,73,762,73,583,2409,244,31
12733,31,870,1802,762,583,73,106,790,3,174,31
12734,15,454,258,112,1781,174,2410,1103,174,1103,31
12735,2434,251,52,128,735,735,1491,735,1491,4328,31
12736,18,1491,735,17,45,22,735,1491,735,423,31
12737,600,790,217,1491,3073,545,418,724,735,22,31
12738,5,67,107,600,735,17,2425,18,735,418,31
12739,5,1135,4329,798,724,1786,798,1786,20,735,31
12740,2,798,724,798,1585,9,88,13,3,38,31
12741,240,735,23,37,23,10,6,735,1103,240,31
12742,51,24,9,13,9,88,240,3,240,9,31
12743,23,37,23,3,13,240,88,9,2,240,31
12744,88,2,9,4,3,13,240,88,39,255,31
12745,9,24,240,9,23,37,23,240,88,13,31
12746,3,9,15,72,240,51,6,9,9,13,31
12747,9,88,3,240,39,39,240,9,23,37,31
12748,2,13,88,3,9,240,4,470,72,2,31
12749,15,15,23,37,23,23,4323,4330,1028,1607,31
12750,1974,2387,2546,1028,356,2546,45,17,18,356,31
12751,1974,15,22,356,15,356,356,356,1028,356,31
12752,356,356,356,356,356,4333,106,1974,2546,4334,31
12753,356,106,349,5,67,615,22,5,2387,3043,31
12754,67,345,203,52,3043,107,2387,1974,85,85,31
12755,217,85,20,46,85,148,22,2,88,38,31
12756,240,13,3,6,10,1789,364,435,364,435,31
12757,74,1008,98,52,435,364,1623,1222,15,212,31
12758,364,5,435,98,829,297,239,85,364,454,31
12759,1623,73,912,1970,31,1640,1071,759,5,80,31
12760,912,73,1071,364,17,5,18,4335,211,1164,31
12761,1583,855,620,1275,505,505,364,364,364,364,31
12762,505,74,505,588,74,505,88,13,240,3,31
12763,1090,1489,1090,1489,2567,2859,1339,1489,15,330,31
12764,1090,1489,87,17,18,73,130,87,22,53,31
12765,73,251,345,5,258,330,867,15,251,247,31
12766,330,128,345,4336,561,561,689,620,620,422,31
12767,1090,1090,173,20,2,74,364,435,364,435,31
12768,724,1222,1623,505,798,73,214,1585,73,1135,31
12769,18,5,17,4337,355,505,22,355,1148,505,31
12770,80,724,74,505,240,13,88,6,3,10,31
12771,2,31,133,3,31,601,201,198,124,601,31
12772,133,919,919,919,173,3,173,55,124,55,31
12773,198,174,106,2466,174,106,4331,193,198,124,31
12774,55,349,192,295,2421,55,4321,4313,620,861,31
12775,861,211,893,1164,1583,55,416,4,10,21,31
12776,4,27,4,4,27,10,21,30,10,9,31
12777,6,4,9,3,4,33,6,43,55,124,31
12778,198,55,345,203,4320,4,4,9,33,3,31
12779,416,4,10,21,4,27,10,21,27,4,31
12780,30,6,30,9,4,10,9,3,9,4,31
12781,51,33,4,9,4,51,24,4,9,6,31
12782,4,33,43,24,3,133,601,31,201,124,31
12783,198,264,55,3,55,55,198,124,106,106,31
12784,4306,174,1593,174,5,4307,4308,2097,553,396,31
12785,1196,220,228,1178,558,1988,2005,4,10,4,31
12786,30,6,9,3,10,4,33,4,30,3,31
12787,6,9,33,4,9,30,3,33,4,4,31
12788,33,9,4,6,3,30,3,601,133,124,31
12789,3,31,201,198,264,601,133,1610,393,55,31
12790,55,3,55,124,198,106,349,4310,128,2510,31
12791,106,245,2466,174,174,239,4311,55,3,55,31
12792,124,198,295,338,55,4305,617,422,4312,560,31
12793,2954,560,2954,220,813,55,3,124,198,106,31
12794,2128,174,4314,259,174,55,3,55,124,198,31
12795,55,3,55,198,124,345,193,203,5,55,31
12796,4315,4316,422,228,228,1303,607,861,1303,220,31
12797,55,211,198,55,124,3,4317,422,366,997,31
12798,997,55,55,55,4318,3,55,553,893,55,31
12799,124,198,4319,55,3,55,124,198,4304,396,31
12800,4267,553,366,617,560,689,43,3,55,124,31
12801,198,55,4232,4266,55,3,55,124,198,4216,31
12802,1536,930,997,55,3,124,55,198,55,3,31
12803,55,124,198,55,4217,259,4218,55,259,124,31
12804,3,55,198,4219,2069,2069,259,259,220,55,31
12805,55,4220,55,3,124,198,2148,2145,2148,2145,31
12806,55,4221,220,2148,2145,55,124,3,55,198,31
12807,60,60,265,39,39,69,162,69,67,67,100
12808,72,15,207,580,539,23,37,23,80,85,100
12809,52,37,23,37,23,23,39,39,69,69,100
12810,162,69,69,162,39,69,162,39,39,81,100
12811,164,317,164,168,182,163,163,168,61,81,100
12812,43,39,39,67,207,3,2,15,72,15,100
12813,37,23,4,2,15,15,15,15,15,2,100
12814,21,27,911,30,6,3,10,33,9,80,100
12815,85,52,9,9,23,37,23,9,6,9,100
12816,9,60,60,265,69,162,69,39,39,67,100
12817,69,69,162,15,72,3,2,15,15,563,100
12818,563,207,3,2,2,37,23,23,563,563,100
12819,2,6,3,2,9,80,85,52,9,9,100
12820,23,37,23,9,9,39,39,39,67,2339,100
12821,13,38,38,72,15,38,19,13,1,38,100
12822,15,13,38,19,13,1,37,23,23,23,100
12823,38,19,13,19,38,7,19,38,13,1,100
12824,13,38,7,1,13,1,13,405,1,1,100
12825,15,139,112,1,1,1,1,1,1,1,100
12826,15,1,1,9,19,3,15,13,1,2,100
12827,1271,683,231,119,1715,1271,1271,1271,1271,1,100
12828,45,1271,18,17,1271,5,1,80,1,1,100
12829,1,1,1,1,85,6,9,3,2,1,100
12830,1,1,2,1047,274,394,574,281,873,3162,100
12831,231,3149,274,3162,305,231,569,1212,3132,394,100
12832,217,274,1047,569,3149,274,15,569,1,1,100
12833,1,52,674,1,1,1,574,274,19,1,100
12834,19,38,13,1,1,2,6,10,3,2,100
12835,2,4641,4642,208,767,496,3131,3,496,208,100
12836,648,624,767,3,703,208,3,703,3131,3,100
12837,208,587,544,587,503,503,544,587,544,503,100
12838,738,587,544,738,503,503,544,587,738,544,100
12839,587,503,77,2,25,25,25,25,25,25,100
12840,77,648,497,582,10,213,3,2,6,3,100
12841,1954,2,1954,1,19,38,14,13,1,13,100
12842,1,1,1,1954,1954,1,1,1,1,2,100
12843,1438,1438,1438,1438,1438,1438,1,1,1,1,100
12844,3,9,2,1,1,19,13,1,1,1,100
12845,6,1,13,153,7,1,19,3,38,7,100
12846,13,19,153,13,38,1,13,13,14,38,100
12847,19,1,13,19,7,1,6,9,15,37,100
12848,23,23,23,23,23,23,23,23,23,23,100
12849,3,2,19,13,38,19,13,8,1,13,100
12850,13,19,1,13,13,19,13,1,13,19,100
12851,38,14,14,13,1,13,7,13,1,19,100
12852,153,13,625,717,202,625,717,1004,625,202,100
12853,625,717,1004,717,202,1004,717,1004,717,1004,100
12854,4643,1724,2,2,1414,1414,1004,717,625,1004,100
12855,202,625,717,182,163,81,317,164,168,163,100
12856,168,164,182,81,43,9,19,6,13,38,100
12857,153,19,7,1,13,717,202,717,1004,7,100
12858,13,38,153,13,1,13,13,13,19,13,100
12859,1,13,19,38,15,19,38,13,1,14,100
12860,13,19,38,153,13,1,13,13,19,11,100
12861,1,13,13,19,13,1,13,14,19,38,100
12862,1,19,13,14,13,1,13,1,1,1,100
12863,1724,1,1,1,2,1,13,19,1,1,100
12864,19,13,1,19,19,153,11,1,19,13,100
12865,13,19,544,1414,1414,9,2,3108,2,2,100
12866,67,85,52,372,3,3109,372,372,372,19,100
12867,15,372,372,372,208,2,4662,4646,624,4663,100
12868,4682,3,208,15,631,15,631,631,1463,2,100
12869,1463,1463,1463,1463,1463,3,9,6,77,4684,100
12870,10,208,2,9,3,1505,2,3112,3113,3113,100
12871,3,1505,1505,2,1707,2,3,1707,1707,1707,100
12872,1707,2,329,2,641,3,435,5,64,596,100
12873,329,107,329,107,64,64,655,20,2,3116,100
12874,3116,4685,4686,4687,4688,61,1696,61,347,3,100
12875,2,662,662,662,2,329,3,641,435,64,100
12876,5,106,4689,239,64,527,3059,245,64,20,100
12877,2,341,103,136,341,103,3,103,341,5,100
12878,37,23,23,23,10,213,3,2,9,23,100
12879,37,23,15,2,3,72,3,3,6,3,100
12880,9,2,9,23,37,9,9,9,9,207,100
12881,37,23,23,2,136,1277,609,1709,103,652,100
12882,652,136,3,2,9,10,9,9,9,60,100
12883,60,265,39,39,39,39,39,69,69,162,100
12884,67,72,112,15,139,15,37,23,23,80,100
12885,85,52,37,23,23,37,23,37,37,23,100
12886,60,60,265,39,39,67,15,72,15,15,100
12887,15,2,329,435,3,64,5,641,596,329,100
12888,329,107,15,107,1593,106,239,546,297,329,100
12889,64,64,23,37,23,20,655,80,6,347,100
12890,85,3,9,213,2,49,49,52,2,67,100
12891,15,2,596,3,72,15,15,2,2280,3,100
12892,2280,13,38,15,2280,38,2,3,2,880,100
12893,880,231,3124,292,31,2035,1105,880,127,3,100
12894,106,127,174,174,527,239,127,880,5,22,100
12895,2041,107,20,938,119,880,880,292,880,3,100
12896,127,804,127,23,37,127,23,880,5,22,100
12897,2041,880,2,757,22,3,564,5,564,3125,100
12898,20,39,3,9,10,80,6,2,39,85,100
12899,564,3,564,15,2,3,596,72,15,15,100
12900,23,37,23,52,9,6,3,2,2,39,100
12901,563,563,563,3,2,880,2,231,880,3124,100
12902,292,31,880,127,3,2035,127,127,127,80,100
12903,2041,22,880,107,15,107,20,5,207,3,100
12904,2,3125,6,10,9,2,9,60,60,265,100
12905,39,39,80,85,52,39,39,39,67,15,100
12906,72,52,4683,4690,4692,15,85,2228,658,2229,100
12907,15,2,3,596,2229,15,2229,3127,1029,3127,100
12908,4693,2228,2228,37,23,23,31,6,2,3,100
12909,3,563,3,213,2,80,3,39,60,60,100
12910,265,39,60,60,265,67,69,162,69,15,100
12911,72,3,3,15,67,2,768,54,143,54,100
12912,768,52,86,54,39,37,23,23,3,6,100
12913,2,80,85,52,23,37,23,39,255,23,100
12914,37,23,39,39,67,67,80,85,52,60,100
12915,60,265,67,67,15,72,580,37,23,23,100
12916,67,539,15,15,39,39,255,2,1959,3,100
12917,767,496,208,15,2,31,208,3,208,496,100
12918,3,15,15,2232,2233,2234,80,85,208,10,100
12919,6,3,213,52,2,598,2,483,277,1608,100
